Nom vernaculaire,Scientific name,Famille,Statut de reproducteur,Unnamed: 4,rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license,Status,No.,No. Back
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,,eursta,2 (stereo),2014-03-08,Not specified,100.0,XC306095.mp3,Not specified,Common Starling,Not specified,XC306095 Common Starling (Sturnus vulgaris),[],,Sturnus vulgaris," Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",49.634,48000 (Hz),song,? m,bird-seen:yes,320077 (bps),mp3,Not specified,,306095.0,https://www.xeno-canto.org/306095,Ukraine,Ruslan Mazuryk,Sturnus vulgaris_European Starling,26.2213,Not specified,?,Ruslan Mazuryk,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2016-05-17,Not specified,30.0,XC317061.mp3,Not specified,Common Starling,Not specified,XC317061 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris," Nijkerk, Nijkerk, Gelderland",52.1857,44100 (Hz),"call, juvenile",20 m,"a flock of Starlings, mostly juveniles sitting in oak trees, probably just fed by their parents on the fields nearby",320000 (bps),mp3,Not specified,,317061.0,https://www.xeno-canto.org/317061,Netherlands,Joost van Bruggen,Sturnus vulgaris_European Starling,5.5569,Not specified,07:38,Joost van Bruggen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2016-05-10,Not specified,29.0,XC319857.mp3,Not specified,Common Starling,Not specified,XC319857 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris," La Sauge LNM (near  Cudrefin), Broye-Vully, Vaud",46.9751,48000 (Hz),"call, juvenile",440 m,,128000 (bps),mp3,Not specified,,319857.0,https://www.xeno-canto.org/319857,Switzerland,Jerome Fischer,Sturnus vulgaris_European Starling,7.0551,Not specified,16:00,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2016-05-10,Not specified,32.0,XC319858.mp3,Not specified,Common Starling,Not specified,XC319858 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris," La Sauge LNM (near  Cudrefin), Broye-Vully, Vaud",46.9751,48000 (Hz),"call, juvenile",440 m,same ind. as  XC319857,128000 (bps),mp3,Not specified,,319858.0,https://www.xeno-canto.org/319858,Switzerland,Jerome Fischer,Sturnus vulgaris_European Starling,7.0551,Not specified,16:00,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2016-05-09,Not specified,22.0,XC327880.mp3,Not specified,Common Starling,Not specified,XC327880 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris, Bialowieza,52.7167,44100 (Hz),song,170 m,,320000 (bps),mp3,Not specified,,327880.0,https://www.xeno-canto.org/327880,Poland,Patrik Åberg,Sturnus vulgaris_European Starling,23.8334,Not specified,05:04,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2016-05-09,Not specified,42.0,XC327881.mp3,Not specified,Common Starling,Not specified,XC327881 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris, Bialowieza,52.7167,44100 (Hz),song,170 m,,320000 (bps),mp3,Not specified,,327881.0,https://www.xeno-canto.org/327881,Poland,Patrik Åberg,Sturnus vulgaris_European Starling,23.8334,Not specified,05:06,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2016-05-09,Not specified,222.0,XC327882.mp3,Not specified,Common Starling,Not specified,XC327882 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris, Bialowieza,52.7167,44100 (Hz),song,170 m,,320000 (bps),mp3,Not specified,,327882.0,https://www.xeno-canto.org/327882,Poland,Patrik Åberg,Sturnus vulgaris_European Starling,23.8334,Not specified,05:07,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2015-04-04,Not specified,44.0,XC349809.mp3,Not specified,Common Starling,Not specified,XC349809 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris," Hämeenlahti, Jyväskylä, Central Finland",62.2146,44100 (Hz),song,80 m,,128000 (bps),mp3,Not specified,,349809.0,https://www.xeno-canto.org/349809,Finland,Tero Linjama,Sturnus vulgaris_European Starling,25.7845,Not specified,07:00,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2011-04-25,Not specified,38.0,XC349810.mp3,Not specified,Common Starling,Not specified,XC349810 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris," Hiu, Uusikaupunki,  Southwest Finland",60.8209,44100 (Hz),song,0 m,,128000 (bps),mp3,Not specified,,349810.0,https://www.xeno-canto.org/349810,Finland,Tero Linjama,Sturnus vulgaris_European Starling,21.3936,Not specified,07:00,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,1 (mono),2017-01-24,Not specified,87.0,XC352835.mp3,Not specified,Common Starling,Not specified,XC352835 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris," Howth Port (near  Dublin), Fingal, County Dublin",53.3894,44100 (Hz),"male, song",0 m,song of male recorded from 3-4 m distance,128000 (bps),mp3,Not specified,,352835.0,https://www.xeno-canto.org/352835,Ireland,Lars Lachmann,Sturnus vulgaris_European Starling,-6.066,Not specified,10:00,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2017-06-06,Not specified,114.0,XC375018.mp3,Not specified,Common Starling,Not specified,XC375018 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris, Krym,44.7186,44100 (Hz),"call, song",10 m,,192000 (bps),mp3,Not specified,,375018.0,https://www.xeno-canto.org/375018,Russian Federation,Albert Lastukhin,Sturnus vulgaris_European Starling,33.5501,Not specified,06:30,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2017-12-12,Not specified,128.0,XC395979.mp3,Not specified,Common Starling,Not specified,XC395979 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris," Sant'Egidio alla Vibrata, TE",42.827,44100 (Hz),call,240 m,"A flock of more than 10.000 birds roosting in a poplar ticket. At 1:18 the flock takes flight and lands a hundred meters away, then at 1:52 flies off definitively.",275453 (bps),mp3,Not specified,,395979.0,https://www.xeno-canto.org/395979,Italy,Dimitri,Sturnus vulgaris_European Starling,13.7118,Not specified,08:30,Dimitri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2018-05-24,Not specified,31.0,XC423323.mp3,Not specified,Common Starling,Not specified,XC423323 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris," Missoula, Missoula County, Montana",46.8738,44100 (Hz),"begging call, song",950 m,Adult arrives at nest (raspy call) and then nestlings call when the adult feeds them.,320000 (bps),mp3,Not specified,,423323.0,https://www.xeno-canto.org/423323,United States,Kent Livezey,Sturnus vulgaris_European Starling,-114.0116,Not specified,17:52,Kent Livezey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2018-07-16,Not specified,45.0,XC431714.mp3,Not specified,Common Starling,Not specified,XC431714 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris," Auroux, Lozère, Occitanie",44.7653,44100 (Hz),"call, song",1100 m,,128000 (bps),mp3,Not specified,,431714.0,https://www.xeno-canto.org/431714,France,Vincent Pourchaire,Sturnus vulgaris_European Starling,3.6981,Not specified,09:00,Vincent Pourchaire,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2018-05-25,Not specified,46.0,XC449753.mp3,Not specified,Common Starling,Not specified,XC449753 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris," Källedalen, Fröstorp, Tibro, Västergötland",58.4278,44100 (Hz),"alarm call, begging call, juvenile",140 m,Adult feed nestlings in nestbox.,320000 (bps),mp3,Not specified,,449753.0,https://www.xeno-canto.org/449753,Sweden,Patrik Åberg,Sturnus vulgaris_European Starling,14.2273,Not specified,08:50,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2018-06-16,Not specified,47.0,XC449754.mp3,Not specified,Common Starling,Not specified,XC449754 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris," Källedalen, Fröstorp, Tibro, Västergötland",58.4278,44100 (Hz),"begging call, juvenile",140 m,Nestlings in nestbox.,320000 (bps),mp3,Not specified,,449754.0,https://www.xeno-canto.org/449754,Sweden,Patrik Åberg,Sturnus vulgaris_European Starling,14.2273,Not specified,07:58,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2018-05-25,Not specified,59.0,XC449755.mp3,Not specified,Common Starling,Not specified,XC449755 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris," Källedalen, Fröstorp, Tibro, Västergötland",58.4278,44100 (Hz),"alarm call, begging call, juvenile",140 m,Adult feed small nestlings in nestbox.,320000 (bps),mp3,Not specified,,449755.0,https://www.xeno-canto.org/449755,Sweden,Patrik Åberg,Sturnus vulgaris_European Starling,14.2273,Not specified,09:16,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2019-05-17,Not specified,21.0,XC475028.mp3,Not specified,Common Starling,Not specified,XC475028 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris," Virkie, Shetland Islands, Scotland",59.8864,44100 (Hz),"begging call, call, juvenile",30 m,Calls of adult bringing food to nest cavity in wall; begging calls of (unseen) juveniles; wingbeats of adult leaving cavity.,192000 (bps),mp3,Not specified,,475028.0,https://www.xeno-canto.org/475028,United Kingdom,Andrew Harrop,Sturnus vulgaris_European Starling,-1.3081,Not specified,05:30,Andrew Harrop,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2019-04-05,Not specified,46.0,XC480640.mp3,Not specified,Common Starling,Not specified,XC480640 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris," C?ng?miran, Lerik, Ardabil Province",38.76,44100 (Hz),"call, song",1100 m,,192000 (bps),mp3,Not specified,,480640.0,https://www.xeno-canto.org/480640,Azerbaijan,Albert Lastukhin,Sturnus vulgaris_European Starling,48.4359,Not specified,07:00,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Etourneau sansonnet,Sturnus vulgaris,Sturnidae,nicheur certain,,5.0,no,eursta,2 (stereo),2019-05-28,Not specified,42.0,XC492953.mp3,Not specified,Common Starling,Not specified,XC492953 Common Starling (Sturnus vulgaris),[],yes,Sturnus vulgaris," ???????????? (near  Cheboksary), gorod Cheboksary, Chuvashia",56.0819,44100 (Hz),call,160 m,,192000 (bps),mp3,Not specified,,492953.0,https://www.xeno-canto.org/492953,Russian Federation,Albert Lastukhin,Sturnus vulgaris_European Starling,47.2856,Not specified,07:30,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1015.0,2006.0
Faucon crécerelle,Falco tinnunculus,Falconidae,nicheur certain (rue Gazan/rue de l'Amiral Mouchez),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faucon hobereau,Falco subbuteo,Falconidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fauvette à tête noire,Sylvia atricapilla,Sylviidae,nicheur certain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geai des chênes,Garrulus glandarius,Corvidae,nicheur certain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gobemouche gris,Muscicapa striata,Muscicapidae,nicheur certain au Parc Montsouris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gobemouche noir,Ficedula hypoleuca,Muscicapidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,3.5,no,hergul,2 (stereo),2012-10-19,level,48.0,XC112370.mp3,level,European Herring Gull,>20,XC112370 European Herring Gull (Larus argentatus),"['Anthus pratensis_Meadow Pipit', 'Sturnus vulgaris_European Starling']",yes,Larus argentatus," Nordstrand, Heligoland, Schleswig-Holstein",54.1879,44100 (Hz),call,0 m,"Flock of gulls feeding in heaps of seaweed washed up on beach. Adult bird calling. Recording equipment: Sennheiser ME67, Sound Devices 702",128000 (bps),mp3,increasing,Meadow Pipit (Anthus pratensis); Common Starling (Sturnus vulgaris),112370.0,https://www.xeno-canto.org/112370,Germany,Matthias Feuersenger,Larus argentatus_Herring Gull,7.8783,3-6(s),13:40,Matthias Feuersenger,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,4.5,no,hergul,2 (stereo),2012-10-19,level,12.0,XC112371.mp3,level,European Herring Gull,>20,XC112371 European Herring Gull (Larus argentatus),"['Anthus pratensis_Meadow Pipit', 'Sturnus vulgaris_European Starling']",yes,Larus argentatus," Nordstrand, Heligoland, Schleswig-Holstein",54.1879,44100 (Hz),call,0 m,"Flock of gulls feeding in heaps of seaweed washed up on beach. Adult bird calling. Recording equipment: Sennheiser ME67, Sound Devices 702",128000 (bps),mp3,increasing,Meadow Pipit (Anthus pratensis); Common Starling (Sturnus vulgaris),112371.0,https://www.xeno-canto.org/112371,Germany,Matthias Feuersenger,Larus argentatus_Herring Gull,7.8783,3-6(s),13:40,Matthias Feuersenger,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,4.5,no,hergul,2 (stereo),2012-10-19,level,20.0,XC112372.mp3,level,European Herring Gull,>20,XC112372 European Herring Gull (Larus argentatus),"['Anthus pratensis_Meadow Pipit', 'Sturnus vulgaris_European Starling']",yes,Larus argentatus," Nordstrand, Heligoland, Schleswig-Holstein",54.1879,44100 (Hz),call,0 m,"Flock of gulls feeding in heaps of seaweed washed up on beach. Two adult birds in intraspecific threat gestures calling. Recording equipment: Sennheiser ME67, Sound Devices 702",128000 (bps),mp3,increasing,Meadow Pipit (Anthus pratensis); Common Starling (Sturnus vulgaris),112372.0,https://www.xeno-canto.org/112372,Germany,Matthias Feuersenger,Larus argentatus_Herring Gull,7.8783,3-6(s),13:42,Matthias Feuersenger,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,3.5,no,hergul,2 (stereo),2012-10-26,Not specified,32.0,XC112476.mp3,Not specified,European Herring Gull,Not specified,XC112476 European Herring Gull (Larus argentatus),['Numenius arquata_Eurasian Curlew'],yes,Larus argentatus," Schiermonnikoog, Schiermonnikoog, Friesland",53.4684,44100 (Hz),begging call,0 m,First winter begging at adult.,128000 (bps),mp3,Not specified,Eurasian Curlew (Numenius arquata),112476.0,https://www.xeno-canto.org/112476,Netherlands,Sander Bot,Larus argentatus_Herring Gull,6.1682,Not specified,16:00,Sander Bot,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,4.5,no,hergul,2 (stereo),2013-02-23,Not specified,26.0,XC122445.mp3,Not specified,European Herring Gull,Not specified,XC122445 European Herring Gull (Larus argentatus),['Corvus corone_Carrion Crow'],yes,Larus argentatus," Refuse Dump, St Mary's, Isles of Scilly, England",49.9149,44100 (Hz),call,10 m,Approximately 120 birds;  about half were scavenging among refuse whilst the remainder circled overhead. Majority of group comprised of adults and first winters; lesser numbers of second winters and fewer third winters. Recording unedited.,128000 (bps),mp3,Not specified,Carrion Crow (Corvus corone),122445.0,https://www.xeno-canto.org/122445,United Kingdom,Ashley Fisher,Larus argentatus_Herring Gull,-6.3067,Not specified,12:30,Ashley Fisher,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,4.5,no,hergul,2 (stereo),2013-02-23,Not specified,24.0,XC122446.mp3,level,European Herring Gull,Not specified,XC122446 European Herring Gull (Larus argentatus),['Larus marinus_Great Black-backed Gull'],yes,Larus argentatus," Refuse Dump, St Mary's, Isles of Scilly, England",49.9149,44100 (Hz),call,10 m,Approximately 120 birds;  about half were scavenging among refuse whilst the remainder circled overhead. Majority of group comprised of adults and first winters; lesser numbers of second winters and fewer third winters. Recording unedited.,128000 (bps),mp3,level,Great Black-backed Gull (Larus marinus),122446.0,https://www.xeno-canto.org/122446,United Kingdom,Ashley Fisher,Larus argentatus_Herring Gull,-6.3067,Not specified,12:32,Ashley Fisher,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,5.0,no,hergul,2 (stereo),2012-06-24,Not specified,16.0,XC122861.mp3,Not specified,European Herring Gull,Not specified,XC122861 European Herring Gull (Larus argentatus),[],yes,Larus argentatus, Hornoya,70.3834,48000 (Hz),call,0 m,Seabird colony,128000 (bps),mp3,Not specified,,122861.0,https://www.xeno-canto.org/122861,Norway,Stein Ø. Nilsen,Larus argentatus_Herring Gull,31.1501,Not specified,08:00,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,5.0,no,hergul,2 (stereo),2012-06-24,Not specified,29.0,XC122862.mp3,Not specified,European Herring Gull,Not specified,XC122862 European Herring Gull (Larus argentatus),[],yes,Larus argentatus, Hornoya,70.3834,48000 (Hz),call,15 m,Seabird colony,128000 (bps),mp3,Not specified,,122862.0,https://www.xeno-canto.org/122862,Norway,Stein Ø. Nilsen,Larus argentatus_Herring Gull,31.1501,Not specified,08:00,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,5.0,no,hergul,2 (stereo),2013-03-17,Not specified,38.0,XC125486.mp3,Not specified,European Herring Gull,Not specified,XC125486 European Herring Gull (Larus argentatus),[],yes,Larus argentatus, Straumsbukta SNI,69.5778,48000 (Hz),"flight call, song",10 m,Telinga stereo,128000 (bps),mp3,Not specified,,125486.0,https://www.xeno-canto.org/125486,Norway,Stein Ø. Nilsen,Larus argentatus_Herring Gull,18.6401,Not specified,05:30,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,5.0,no,hergul,2 (stereo),2013-03-22,level,73.0,XC126481.mp3,Not specified,European Herring Gull,1-3,XC126481 European Herring Gull (Larus argentatus),[],yes,Larus argentatus, Straumsbukta,69.5667,48000 (Hz),"call, song",20 m,"Telinga PIP Stereo Zoom h4n attached to car window, wind and waves at sea",128000 (bps),mp3,level,,126481.0,https://www.xeno-canto.org/126481,Norway,Stein Ø. Nilsen,Larus argentatus_Herring Gull,18.6001,3-6(s),07:30,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,4.0,no,hergul,2 (stereo),2013-04-03,Not specified,25.0,XC128364.mp3,Not specified,European Herring Gull,Not specified,XC128364 European Herring Gull (Larus argentatus),[],yes,Larus argentatus, Halmstad,56.6498,48000 (Hz),call,0 m,,120995 (bps),mp3,Not specified,,128364.0,https://www.xeno-canto.org/128364,Sweden,Max Allan Niklasson,Larus argentatus_Herring Gull,12.8575,Not specified,18:30,Max Allan Niklasson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,5.0,no,hergul,2 (stereo),2013-04-13,level,33.0,XC129663.mp3,both,European Herring Gull,4-6,XC129663 European Herring Gull (Larus argentatus),[],no,Larus argentatus, Straumsbukta SNI,69.5778,48000 (Hz),call,15 m,"Telinga PIP Stereo and Zoom H4n on all night
Bird flying off at end of recording, sitting on snow",128000 (bps),mp3,increasing,,129663.0,https://www.xeno-canto.org/129663,Norway,Stein Ø. Nilsen,Larus argentatus_Herring Gull,18.6401,>10(s),05:30,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,4.0,no,hergul,2 (stereo),2013-05-12,level,5.0,XC133889.mp3,level,European Herring Gull,1-3,XC133889 European Herring Gull (Larus argentatus),[],yes,Larus argentatus," Blackness, Falkirk, Scotland",56.0058,44100 (Hz),call,0 m,,128000 (bps),mp3,level,,133889.0,https://www.xeno-canto.org/133889,United Kingdom,Mike Nelson,Larus argentatus_Herring Gull,-3.5162,0-3(s),06:30,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,4.0,no,hergul,2 (stereo),2013-05-12,level,3.0,XC133890.mp3,level,European Herring Gull,1-3,XC133890 European Herring Gull (Larus argentatus),[],yes,Larus argentatus," Blackness, Falkirk, Scotland",56.0058,44100 (Hz),call,0 m,,128000 (bps),mp3,level,,133890.0,https://www.xeno-canto.org/133890,United Kingdom,Mike Nelson,Larus argentatus_Herring Gull,-3.5162,0-3(s),06:30,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,4.0,no,hergul,2 (stereo),2013-05-12,level,13.0,XC133891.mp3,level,European Herring Gull,1-3,XC133891 European Herring Gull (Larus argentatus),[],yes,Larus argentatus," Blackness, Falkirk, Scotland",56.0058,44100 (Hz),call,0 m,,128000 (bps),mp3,level,,133891.0,https://www.xeno-canto.org/133891,United Kingdom,Mike Nelson,Larus argentatus_Herring Gull,-3.5162,0-3(s),06:30,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,4.0,no,hergul,2 (stereo),2013-05-12,level,14.0,XC133892.mp3,level,European Herring Gull,1-3,XC133892 European Herring Gull (Larus argentatus),[],yes,Larus argentatus," Blackness, Falkirk, Scotland",56.0058,44100 (Hz),call,0 m,,128000 (bps),mp3,level,,133892.0,https://www.xeno-canto.org/133892,United Kingdom,Mike Nelson,Larus argentatus_Herring Gull,-3.5162,0-3(s),06:30,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,5.0,no,hergul,2 (stereo),2013-08-17,Not specified,65.0,XC145596.mp3,Not specified,European Herring Gull,Not specified,XC145596 European Herring Gull (Larus argentatus),[],yes,Larus argentatus," Langballigau, Kr. Schleswig-Flensburg, Schleswig-Holstein",54.8217,44100 (Hz),call,0 m,At the shore of the Baltic Sea. Birds called while pursuading each other because of food.,320000 (bps),mp3,Not specified,,145596.0,https://www.xeno-canto.org/145596,Germany,Volker Arnold,Larus argentatus_Herring Gull,9.6507,Not specified,16:52,Volker Arnold,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,3.5,no,hergul,2 (stereo),2013-10-05,Not specified,81.0,XC150294.mp3,Not specified,European Herring Gull,Not specified,XC150294 European Herring Gull (Larus argentatus),"['Chroicocephalus ridibundus_Black-headed Gull', 'Haematopus ostralegus_Eurasian Oystercatcher', 'Pluvialis squatarola_Black-bellied Plover']",yes,Larus argentatus," Helmsand, Elpersbuettel, Dithmarschen",54.064,44100 (Hz),"call, song",0 m,In the wadden sea.,320000 (bps),mp3,Not specified,Black-headed Gull (Chroicocephalus ridibundus); Eurasian Oystercatcher (Haematopus ostralegus); Grey Plover (Pluvialis squatarola),150294.0,https://www.xeno-canto.org/150294,Germany,Volker Arnold,Larus argentatus_Herring Gull,8.964,Not specified,16:06,Volker Arnold,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
Goéland argenté,Larus argentatus,Laridés,(Parc Montsouris) En survol (direction Montsouris),,4.5,no,hergul,2 (stereo),2013-04-14,level,26.0,XC155929.mp3,accelerating,European Herring Gull,1-3,XC155929 European Herring Gull (Larus argentatus),['Lagopus muta_Rock Ptarmigan'],yes,Larus argentatus, Straumsbukta SNI,69.5778,48000 (Hz),"call, flight call",10 m,,128000 (bps),mp3,increasing,Rock Ptarmigan (Lagopus muta),155929.0,https://www.xeno-canto.org/155929,Norway,Stein Ø. Nilsen,Larus argentatus_Herring Gull,18.6401,3-6(s),04:30,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,299.0,1138.0
